claim_id,claim_date,sale_id,repair_status
CL-1295,22/06/2020,OID-362956,Free Replaced
CL-1296,22/06/2020,OID-363129,Free Replaced
CL-1297,22/06/2020,OID-363143,Free Replaced
CL-1298,22/06/2020,OID-363155,Free Replaced
CL-1299,22/06/2020,OID-363220,Free Replaced
CL-1300,22/06/2020,OID-363392,Free Replaced
CL-1301,11/11/2020,OID-410769,Paid Repaired
CL-1302,22/05/2020,OID-436407,Warranty Void
CL-1304,23/06/2020,OID-362510,Free Replaced
CL-1305,23/06/2020,OID-362529,Free Replaced
CL-1306,23/06/2020,OID-362621,Free Replaced
CL-1307,23/06/2020,OID-362761,Free Replaced
CL-1308,23/06/2020,OID-362825,Free Replaced
CL-1309,23/06/2020,OID-363286,Free Replaced
CL-1310,23/06/2020,OID-363297,Free Replaced
CL-1311,18/12/2020,OID-410786,Paid Repaired
CL-1313,24/06/2020,OID-362503,Free Replaced
CL-1314,24/06/2020,OID-362770,Free Replaced
CL-1315,24/06/2020,OID-362972,Free Replaced
CL-1316,24/06/2020,OID-362988,Free Replaced
CL-1317,24/06/2020,OID-363089,Free Replaced
CL-1318,24/06/2020,OID-363152,Free Replaced
CL-1319,24/06/2020,OID-363367,Free Replaced
CL-1320,15/05/2020,OID-397925,Warranty Void
CL-1322,20/10/2020,OID-449033,Paid Repaired
CL-1323,25/06/2020,OID-362544,Free Replaced
CL-1324,25/06/2020,OID-362733,Free Replaced
CL-1325,25/06/2020,OID-362925,Free Replaced
CL-1326,25/06/2020,OID-362995,Free Replaced
CL-1327,25/06/2020,OID-363012,Free Replaced
CL-1328,25/06/2020,OID-363138,Free Replaced
CL-1329,25/06/2020,OID-363205,Free Replaced
CL-1330,25/06/2020,OID-363316,Free Replaced
CL-1331,16/10/2020,OID-397814,Warranty Void
CL-1333,23/01/2021,OID-410560,Paid Repaired
CL-1334,18/01/2021,OID-410561,Paid Repaired
CL-1335,02/10/2020,OID-423310,Warranty Void
CL-1338,26/06/2020,OID-362566,Free Replaced
CL-1339,26/06/2020,OID-362652,Free Replaced
CL-1340,26/06/2020,OID-363159,Free Replaced
CL-1341,26/06/2020,OID-363273,Free Replaced
CL-1342,26/06/2020,OID-363340,Free Replaced
CL-1344,27/06/2020,OID-362744,Free Replaced
CL-1345,27/06/2020,OID-362930,Free Replaced
CL-1346,27/06/2020,OID-363345,Free Replaced
CL-1351,28/06/2020,OID-362575,Free Replaced
CL-1352,28/06/2020,OID-362665,Free Replaced
CL-1353,28/06/2020,OID-362757,Free Replaced
CL-1354,22/08/2020,OID-398106,Warranty Void
CL-1355,19/11/2020,OID-436449,Paid Repaired
CL-1356,29/06/2020,OID-362506,Free Replaced
CL-1357,29/06/2020,OID-362971,Free Replaced
CL-1358,29/06/2020,OID-363183,Free Replaced
CL-1359,29/06/2020,OID-363185,Free Replaced
CL-1360,29/06/2020,OID-363213,Free Replaced
CL-1361,29/06/2020,OID-363313,Free Replaced
CL-1362,17/09/2020,OID-397938,Warranty Void
CL-1364,30/06/2020,OID-362819,Free Replaced
CL-1365,30/06/2020,OID-362835,Free Replaced
CL-1366,30/06/2020,OID-362844,Free Replaced
CL-1367,30/06/2020,OID-363009,Free Replaced
CL-1368,16/02/2021,OID-397808,Paid Repaired
CL-1370,13/09/2020,OID-449017,Warranty Void
CL-1371,01/07/2020,OID-362446,Free Replaced
CL-1372,01/07/2020,OID-362483,Free Replaced
CL-1373,01/07/2020,OID-362970,Free Replaced
CL-1374,01/07/2020,OID-363026,Free Replaced
CL-1375,01/07/2020,OID-363062,Free Replaced
CL-1376,01/07/2020,OID-363117,Free Replaced
CL-1377,01/07/2020,OID-363118,Free Replaced
CL-1378,09/11/2020,OID-398164,Paid Repaired
CL-1381,06/06/2020,OID-410739,Warranty Void
CL-1382,14/05/2020,OID-423559,Warranty Void
CL-1383,26/07/2020,OID-436201,Warranty Void
CL-1384,19/11/2020,OID-449183,Paid Repaired
CL-1385,02/07/2020,OID-362602,Free Replaced
CL-1386,02/07/2020,OID-362735,Free Replaced
CL-1387,02/07/2020,OID-362777,Free Replaced
CL-1388,02/07/2020,OID-362809,Free Replaced
CL-1389,02/07/2020,OID-362910,Free Replaced
CL-1390,02/07/2020,OID-362912,Free Replaced
CL-1391,02/07/2020,OID-362961,Free Replaced
CL-1392,02/07/2020,OID-363101,Free Replaced
CL-1393,02/07/2020,OID-363111,Free Replaced
CL-1394,02/07/2020,OID-363149,Free Replaced
CL-1395,02/07/2020,OID-363221,Free Replaced
CL-1396,02/07/2020,OID-363244,Free Replaced
CL-1397,02/07/2020,OID-363294,Free Replaced
CL-1398,02/07/2020,OID-363300,Free Replaced
CL-1399,27/08/2020,OID-410544,Warranty Void
CL-1400,24/08/2020,OID-410950,Warranty Void
CL-1402,31/08/2020,OID-436332,Warranty Void
CL-1403,03/07/2020,OID-362549,Free Replaced
CL-1404,03/07/2020,OID-362582,Free Replaced
CL-1405,03/07/2020,OID-362711,Free Replaced
CL-1406,03/07/2020,OID-362837,Free Replaced
CL-1407,03/07/2020,OID-362938,Free Replaced
CL-1408,03/07/2020,OID-363093,Free Replaced
CL-1409,03/07/2020,OID-363188,Free Replaced
CL-1410,03/07/2020,OID-363264,Free Replaced
CL-1411,03/07/2020,OID-363355,Warranty Void
CL-1414,04/06/2020,OID-448882,Warranty Void
CL-1415,04/07/2020,OID-362677,Free Replaced
CL-1416,04/07/2020,OID-362689,Free Replaced
CL-1417,04/07/2020,OID-362738,Free Replaced
CL-1418,04/07/2020,OID-362806,Free Replaced
CL-1419,04/07/2020,OID-362944,Free Replaced
CL-1420,04/07/2020,OID-363308,Free Replaced
CL-1421,04/07/2020,OID-363378,Warranty Void
CL-1422,17/09/2020,OID-386211,Warranty Void
CL-1424,12/01/2021,OID-410659,Paid Repaired
CL-1425,24/08/2020,OID-410871,Warranty Void
CL-1427,15/07/2020,OID-449150,Warranty Void
CL-1428,05/07/2020,OID-362833,Free Replaced
CL-1429,05/07/2020,OID-362883,Free Replaced
CL-1430,05/07/2020,OID-363006,Free Replaced
CL-1431,15/03/2021,OID-386227,Paid Repaired
CL-1432,30/05/2020,OID-423485,Warranty Void
CL-1433,10/11/2020,OID-448818,Warranty Void
CL-1434,06/07/2020,OID-362554,Free Replaced
CL-1435,06/07/2020,OID-362613,Free Replaced
CL-1436,06/07/2020,OID-362793,Free Replaced
CL-1437,06/07/2020,OID-362962,Free Replaced
CL-1438,06/07/2020,OID-363095,Free Replaced
CL-1439,06/07/2020,OID-363171,Free Replaced
CL-1440,06/07/2020,OID-363361,Warranty Void
CL-1442,13/09/2020,OID-436254,Warranty Void
CL-1443,07/07/2020,OID-362672,Free Replaced
CL-1444,07/07/2020,OID-362749,Free Replaced
CL-1445,07/07/2020,OID-362780,Free Replaced
CL-1446,07/07/2020,OID-362824,Free Replaced
CL-1447,07/07/2020,OID-362894,Free Replaced
CL-1448,07/07/2020,OID-363097,Free Replaced
CL-1449,07/07/2020,OID-363177,Free Replaced
CL-1450,07/07/2020,OID-363357,Warranty Void
CL-1453,05/10/2020,OID-423320,Warranty Void
CL-1456,08/07/2020,OID-362631,Free Replaced
CL-1457,08/07/2020,OID-362657,Free Replaced
CL-1458,08/07/2020,OID-362984,Free Replaced
CL-1460,09/07/2020,OID-362917,Free Replaced
CL-1461,09/07/2020,OID-363332,Warranty Void
CL-1462,01/12/2020,OID-374772,Warranty Void
CL-1463,13/12/2020,OID-397832,Paid Repaired
CL-1465,13/04/2020,OID-410824,Warranty Void
CL-1467,29/06/2020,OID-423520,Warranty Void
CL-1468,13/09/2020,OID-436459,Paid Repaired
CL-1469,10/07/2020,OID-362622,Free Replaced
CL-1470,10/07/2020,OID-362634,Free Replaced
CL-1471,10/07/2020,OID-362678,Free Replaced
CL-1472,10/07/2020,OID-362688,Free Replaced
CL-1473,10/07/2020,OID-362692,Free Replaced
CL-1474,10/07/2020,OID-362703,Free Replaced
CL-1475,10/07/2020,OID-362845,Free Replaced
CL-1476,10/07/2020,OID-362994,Free Replaced
CL-1480,06/09/2020,OID-436369,Warranty Void
CL-1481,11/07/2020,OID-362349,Free Replaced
CL-1482,11/07/2020,OID-362394,Free Replaced
CL-1483,11/07/2020,OID-362517,Free Replaced
CL-1484,11/07/2020,OID-362559,Free Replaced
CL-1485,11/07/2020,OID-362593,Free Replaced
CL-1486,11/07/2020,OID-362649,Free Replaced
CL-1487,11/07/2020,OID-362662,Free Replaced
CL-1488,11/07/2020,OID-362719,Free Replaced
CL-1489,11/07/2020,OID-362778,Free Replaced
CL-1490,11/07/2020,OID-363113,Free Replaced
CL-1491,11/07/2020,OID-363162,Free Replaced
CL-1492,11/07/2020,OID-363212,Free Replaced
CL-1493,11/07/2020,OID-363261,Free Replaced
CL-1494,15/11/2020,OID-397831,Warranty Void
CL-1497,12/07/2020,OID-362385,Free Replaced
CL-1498,12/07/2020,OID-362531,Free Replaced
CL-1499,12/07/2020,OID-362576,Free Replaced
CL-1500,12/07/2020,OID-363104,Free Replaced
CL-1501,12/07/2020,OID-363121,Free Replaced
CL-1502,12/07/2020,OID-363222,Free Replaced
CL-1503,12/07/2020,OID-363309,Warranty Void
CL-1505,09/09/2020,OID-410724,Warranty Void
CL-1507,01/08/2020,OID-436205,Warranty Void
CL-1508,22/04/2020,OID-436467,Warranty Void
CL-1510,13/07/2020,OID-362333,Free Replaced
CL-1511,13/07/2020,OID-362372,Free Replaced
CL-1512,13/07/2020,OID-362477,Free Replaced
CL-1513,13/07/2020,OID-362709,Free Replaced
CL-1514,13/07/2020,OID-362727,Free Replaced
CL-1516,28/01/2021,OID-410566,Paid Repaired
CL-1518,12/09/2020,OID-449055,Warranty Void
CL-1519,14/07/2020,OID-362335,Free Replaced
CL-1520,14/07/2020,OID-362428,Free Replaced
CL-1521,14/07/2020,OID-363207,Free Replaced
CL-1522,14/07/2020,OID-363208,Free Replaced
CL-1523,14/07/2020,OID-363215,Free Replaced
CL-1524,14/07/2020,OID-363269,Warranty Void
CL-1525,22/12/2020,OID-386179,Warranty Void
CL-1526,10/05/2020,OID-423474,Warranty Void
CL-1527,23/01/2021,OID-436025,Paid Repaired
CL-1530,15/07/2020,OID-362515,Free Replaced
CL-1531,15/07/2020,OID-362877,Free Replaced
CL-1532,15/07/2020,OID-362918,Free Replaced
CL-1533,15/07/2020,OID-363025,Free Replaced
CL-1534,15/07/2020,OID-363182,Free Replaced
CL-1535,15/07/2020,OID-363274,Warranty Void
CL-1536,19/11/2020,OID-386256,Warranty Void
CL-1537,22/08/2020,OID-397787,Warranty Void
CL-1538,29/08/2020,OID-436076,Warranty Void
CL-1540,16/07/2020,OID-362811,Free Replaced
CL-1541,16/07/2020,OID-363204,Free Replaced
CL-1542,16/07/2020,OID-363276,Warranty Void
CL-1543,01/12/2020,OID-398156,Paid Repaired
CL-1545,27/07/2020,OID-448918,Warranty Void
CL-1546,17/07/2020,OID-362400,Free Replaced
CL-1547,17/07/2020,OID-362536,Free Replaced
CL-1548,17/07/2020,OID-362627,Free Replaced
CL-1549,17/07/2020,OID-362933,Free Replaced
CL-1550,17/07/2020,OID-362946,Free Replaced
CL-1552,18/09/2020,OID-410856,Warranty Void
CL-1555,18/07/2020,OID-362330,Free Replaced
CL-1556,18/07/2020,OID-362377,Free Replaced
CL-1557,18/07/2020,OID-362487,Free Replaced
CL-1558,18/07/2020,OID-363018,Free Replaced
CL-1559,18/07/2020,OID-363154,Free Replaced
CL-1560,06/02/2021,OID-397884,Paid Repaired
CL-1562,28/09/2020,OID-436093,Warranty Void
CL-1564,31/07/2020,OID-448755,Warranty Void
CL-1565,19/07/2020,OID-362371,Free Replaced
CL-1566,19/07/2020,OID-362798,Free Replaced
CL-1567,19/07/2020,OID-362841,Free Replaced
CL-1568,19/07/2020,OID-363107,Free Replaced
CL-1569,19/07/2020,OID-363189,Free Replaced
CL-1570,01/02/2021,OID-448919,Paid Repaired
CL-1571,20/07/2020,OID-362420,Free Replaced
CL-1572,20/07/2020,OID-362741,Free Replaced
CL-1573,20/07/2020,OID-362807,Free Replaced
CL-1574,07/12/2020,OID-386114,Warranty Void
CL-1575,11/03/2021,OID-386143,Paid Repaired
CL-1576,14/12/2020,OID-423351,Paid Repaired
CL-1577,21/07/2020,OID-362696,Free Replaced
CL-1578,21/07/2020,OID-362736,Free Replaced
CL-1579,26/10/2020,OID-386104,Warranty Void
CL-1580,20/03/2021,OID-386148,Paid Repaired
CL-1581,07/11/2020,OID-386188,Warranty Void
CL-1582,13/12/2020,OID-398044,Paid Repaired
CL-1584,24/11/2020,OID-423359,Paid Repaired
CL-1586,22/07/2020,OID-362721,Free Replaced
CL-1587,22/07/2020,OID-362897,Free Replaced
CL-1588,30/11/2020,OID-386168,Warranty Void
CL-1589,10/08/2020,OID-448802,Warranty Void
CL-1590,23/07/2020,OID-362472,Free Replaced
CL-1591,23/07/2020,OID-362532,Free Replaced
CL-1592,23/07/2020,OID-362628,Free Replaced
CL-1593,23/07/2020,OID-362629,Free Replaced
CL-1594,23/07/2020,OID-362754,Free Replaced
CL-1595,23/07/2020,OID-362796,Free Replaced
CL-1596,23/07/2020,OID-362875,Free Replaced
CL-1597,23/07/2020,OID-362903,Free Replaced
CL-1598,19/11/2020,OID-374620,Warranty Void
CL-1599,09/01/2021,OID-386200,Paid Repaired
CL-1600,09/08/2020,OID-436224,Warranty Void
CL-1601,16/05/2020,OID-436225,Warranty Void
CL-1602,28/01/2021,OID-448930,Paid Repaired
CL-1603,24/07/2020,OID-362398,Free Replaced
CL-1604,24/07/2020,OID-362423,Free Replaced
CL-1605,24/07/2020,OID-362644,Free Replaced
CL-1606,24/07/2020,OID-362773,Free Replaced
CL-1607,24/07/2020,OID-362794,Free Replaced
CL-1608,24/07/2020,OID-362851,Free Replaced
CL-1609,24/07/2020,OID-362954,Free Replaced
CL-1610,24/07/2020,OID-362987,Free Replaced
CL-1611,24/07/2020,OID-363124,Free Replaced
CL-1612,24/07/2020,OID-363196,Free Replaced
CL-1613,24/07/2020,OID-363234,Warranty Void
CL-1614,26/09/2020,OID-386160,Warranty Void
CL-1615,09/02/2021,OID-386199,Paid Repaired
CL-1617,25/07/2020,OID-362538,Free Replaced
CL-1618,25/07/2020,OID-362638,Free Replaced
CL-1619,25/07/2020,OID-362818,Free Replaced
CL-1620,25/07/2020,OID-362939,Free Replaced
CL-1621,25/07/2020,OID-363126,Free Replaced
CL-1623,26/07/2020,OID-362379,Free Replaced
CL-1624,26/07/2020,OID-362431,Free Replaced
CL-1625,26/07/2020,OID-362542,Free Replaced
CL-1626,26/07/2020,OID-362637,Free Replaced
CL-1627,26/07/2020,OID-362922,Free Replaced
CL-1628,26/07/2020,OID-362998,Free Replaced
CL-1629,26/07/2020,OID-363106,Free Replaced
CL-1631,01/05/2020,OID-410750,Warranty Void
CL-1633,15/05/2020,OID-436470,Warranty Void
CL-1634,27/07/2020,OID-362342,Free Replaced
CL-1635,27/07/2020,OID-362445,Free Replaced
CL-1636,27/07/2020,OID-362489,Free Replaced
CL-1637,27/07/2020,OID-362591,Free Replaced
CL-1638,27/07/2020,OID-362609,Free Replaced
CL-1639,27/07/2020,OID-362771,Free Replaced
CL-1640,27/07/2020,OID-362866,Free Replaced
CL-1641,27/07/2020,OID-362882,Free Replaced
CL-1642,07/02/2021,OID-448753,Paid Repaired
CL-1643,28/07/2020,OID-362570,Free Replaced
CL-1644,28/07/2020,OID-362671,Free Replaced
CL-1645,28/07/2020,OID-362712,Free Replaced
CL-1646,28/07/2020,OID-362739,Free Replaced
CL-1647,28/07/2020,OID-362758,Free Replaced
CL-1648,28/07/2020,OID-362805,Free Replaced
CL-1649,28/07/2020,OID-363048,Free Replaced
CL-1651,23/06/2020,OID-436335,Warranty Void
CL-1653,20/12/2020,OID-448865,Paid Repaired
CL-1654,29/07/2020,OID-362557,Free Replaced
CL-1655,29/07/2020,OID-363122,Free Replaced
CL-1656,19/10/2020,OID-386103,Warranty Void
CL-1657,20/10/2020,OID-397934,Warranty Void
CL-1659,02/10/2020,OID-423350,Warranty Void
CL-1660,24/11/2020,OID-423408,Paid Repaired
CL-1662,30/07/2020,OID-362447,Free Replaced
CL-1663,30/07/2020,OID-362923,Free Replaced
CL-1664,30/07/2020,OID-363011,Free Replaced
CL-1665,30/07/2020,OID-363158,Free Replaced
CL-1666,01/08/2020,OID-374761,Warranty Void
CL-1667,11/02/2021,OID-386090,Paid Repaired
CL-1669,24/04/2020,OID-410874,Warranty Void
CL-1671,07/06/2020,OID-423265,Warranty Void
CL-1674,21/12/2020,OID-448850,Paid Repaired
CL-1676,31/07/2020,OID-362656,Free Replaced
CL-1677,31/07/2020,OID-362871,Free Replaced
CL-1678,31/07/2020,OID-362928,Free Replaced
CL-1679,31/07/2020,OID-363092,Free Replaced
CL-1680,24/09/2020,OID-374636,Warranty Void
CL-1681,20/11/2020,OID-374714,Warranty Void
CL-1682,02/10/2020,OID-386218,Warranty Void
CL-1683,07/03/2021,OID-397777,Paid Repaired
CL-1685,07/08/2020,OID-423297,Warranty Void
CL-1687,01/08/2020,OID-362249,Free Replaced
CL-1688,01/08/2020,OID-362409,Free Replaced
CL-1689,01/08/2020,OID-362610,Free Replaced
CL-1690,01/08/2020,OID-362838,Free Replaced
CL-1691,01/08/2020,OID-362863,Free Replaced
CL-1692,01/08/2020,OID-362932,Free Replaced
CL-1693,01/08/2020,OID-362940,Free Replaced
CL-1694,01/08/2020,OID-363072,Free Replaced
CL-1695,01/08/2020,OID-363086,Free Replaced
CL-1696,02/07/2021,OID-374598,Paid Repaired
CL-1697,26/09/2021,OID-374605,Paid Repaired
CL-1698,02/12/2020,OID-386175,Warranty Void
CL-1700,07/12/2020,OID-410625,Paid Repaired
CL-1703,10/07/2020,OID-436194,Warranty Void
CL-1704,02/08/2020,OID-362485,Free Replaced
CL-1705,02/08/2020,OID-362814,Free Replaced
CL-1706,02/08/2020,OID-362945,Free Replaced
CL-1707,02/08/2020,OID-363037,Free Replaced
CL-1708,26/08/2020,OID-386251,Warranty Void
CL-1709,03/02/2021,OID-386264,Paid Repaired
CL-1710,27/11/2020,OID-423611,Paid Repaired
CL-1711,03/08/2020,OID-362516,Free Replaced
CL-1712,03/08/2020,OID-362808,Free Replaced
CL-1713,03/08/2020,OID-362959,Free Replaced
CL-1714,31/10/2020,OID-374615,Warranty Void
CL-1715,08/01/2021,OID-397991,Paid Repaired
CL-1718,04/08/2020,OID-362589,Free Replaced
CL-1719,04/08/2020,OID-362664,Free Replaced
CL-1720,04/08/2020,OID-362748,Free Replaced
CL-1721,04/08/2020,OID-363120,Free Replaced
CL-1722,04/03/2021,OID-386056,Paid Repaired
CL-1723,14/10/2020,OID-386068,Warranty Void
CL-1724,17/08/2020,OID-386140,Warranty Void
CL-1725,21/02/2021,OID-423245,Paid Repaired
CL-1727,17/09/2020,OID-449006,Warranty Void
CL-1728,05/08/2020,OID-362378,Free Replaced
CL-1729,05/08/2020,OID-362676,Free Replaced
CL-1730,05/08/2020,OID-362822,Free Replaced
CL-1731,05/08/2020,OID-362916,Free Replaced
CL-1732,05/08/2020,OID-362929,Free Replaced
CL-1733,05/08/2020,OID-362980,Free Replaced
CL-1734,05/08/2020,OID-363042,Free Replaced
CL-1735,07/05/2021,OID-374608,Paid Repaired
CL-1736,11/03/2021,OID-386011,Paid Repaired
CL-1737,21/07/2020,OID-386167,Warranty Void
CL-1740,12/05/2020,OID-410932,Warranty Void
CL-1741,20/10/2020,OID-423395,Warranty Void
CL-1742,20/01/2021,OID-448803,Paid Repaired
CL-1743,07/09/2020,OID-448815,Warranty Void
CL-1744,28/06/2020,OID-449001,Warranty Void
CL-1745,23/11/2020,OID-449141,Paid Repaired
CL-1748,06/08/2020,OID-362314,Free Replaced
CL-1749,06/08/2020,OID-362513,Free Replaced
CL-1750,06/08/2020,OID-362594,Free Replaced
CL-1751,06/08/2020,OID-362655,Free Replaced
CL-1752,06/08/2020,OID-362776,Free Replaced
CL-1753,06/08/2020,OID-363096,Free Replaced
CL-1754,06/08/2020,OID-363133,Warranty Void
CL-1755,19/05/2021,OID-374554,Paid Repaired
CL-1756,30/09/2020,OID-386120,Warranty Void
CL-1757,30/11/2020,OID-386172,Warranty Void
CL-1760,21/07/2020,OID-436308,Warranty Void
CL-1761,07/08/2020,OID-362327,Free Replaced
CL-1762,07/08/2020,OID-362547,Free Replaced
CL-1763,07/08/2020,OID-362816,Free Replaced
CL-1764,07/08/2020,OID-363013,Free Replaced
CL-1765,07/08/2020,OID-363110,Free Replaced
CL-1766,23/05/2021,OID-374540,Paid Repaired
CL-1767,27/09/2020,OID-449047,Warranty Void
CL-1769,08/08/2020,OID-362402,Free Replaced
CL-1770,08/08/2020,OID-362616,Free Replaced
CL-1771,08/08/2020,OID-363024,Free Replaced
CL-1772,25/02/2021,OID-386117,Paid Repaired
CL-1773,03/10/2020,OID-386125,Warranty Void
CL-1774,17/03/2021,OID-386236,Paid Repaired
CL-1775,21/02/2021,OID-386246,Paid Repaired
CL-1777,14/01/2021,OID-410677,Paid Repaired
CL-1778,04/08/2020,OID-410941,Warranty Void
CL-1780,10/04/2020,OID-423626,Warranty Void
CL-1782,08/07/2020,OID-436022,Warranty Void
CL-1783,07/06/2020,OID-436420,Warranty Void
CL-1784,24/11/2020,OID-449134,Paid Repaired
CL-1785,09/08/2020,OID-362429,Free Replaced
CL-1786,09/08/2020,OID-362512,Free Replaced
CL-1787,09/08/2020,OID-362760,Free Replaced
CL-1788,09/08/2020,OID-362849,Free Replaced
CL-1789,09/08/2020,OID-362889,Free Replaced
CL-1790,09/08/2020,OID-362920,Free Replaced
CL-1791,09/08/2020,OID-363087,Free Replaced
CL-1792,24/10/2020,OID-385996,Warranty Void
CL-1793,03/04/2021,OID-386095,Paid Repaired
CL-1795,07/04/2020,OID-410891,Warranty Void
CL-1797,10/08/2020,OID-362362,Free Replaced
CL-1798,10/08/2020,OID-362365,Free Replaced
CL-1799,10/08/2020,OID-362460,Free Replaced
CL-1800,10/08/2020,OID-362592,Free Replaced
CL-1801,10/08/2020,OID-362625,Free Replaced
CL-1802,10/08/2020,OID-362786,Free Replaced
CL-1803,10/08/2020,OID-362815,Free Replaced
CL-1804,10/08/2020,OID-362985,Free Replaced
CL-1805,13/02/2021,OID-386170,Paid Repaired
CL-1809,12/06/2020,OID-449135,Warranty Void
CL-1810,03/05/2020,OID-449186,Warranty Void
CL-1811,11/08/2020,OID-362187,Free Replaced
CL-1812,11/08/2020,OID-362252,Free Replaced
CL-1813,11/08/2020,OID-362908,Free Replaced
CL-1814,20/03/2021,OID-374604,Paid Repaired
CL-1815,10/10/2020,OID-374671,Warranty Void
CL-1816,06/10/2020,OID-385975,Warranty Void
CL-1817,20/09/2020,OID-386035,Warranty Void
CL-1818,14/08/2020,OID-386082,Warranty Void
CL-1819,08/08/2020,OID-386164,Warranty Void
CL-1820,25/02/2021,OID-386205,Paid Repaired
CL-1821,18/12/2020,OID-410655,Paid Repaired
CL-1822,12/08/2020,OID-362220,Free Replaced
CL-1823,12/08/2020,OID-362541,Free Replaced
CL-1824,12/08/2020,OID-362699,Free Replaced
CL-1825,12/08/2020,OID-362742,Free Replaced
CL-1826,12/08/2020,OID-362767,Free Replaced
CL-1827,12/08/2020,OID-362857,Free Replaced
CL-1828,12/08/2020,OID-362859,Free Replaced
CL-1829,12/08/2020,OID-363017,Free Replaced
CL-1830,12/08/2020,OID-363050,Free Replaced
CL-1831,14/08/2020,OID-374577,Warranty Void
CL-1833,25/01/2021,OID-423353,Paid Repaired
CL-1834,15/10/2020,OID-436098,Warranty Void
CL-1835,13/08/2020,OID-362248,Free Replaced
CL-1836,13/08/2020,OID-362562,Free Replaced
CL-1837,13/08/2020,OID-362659,Free Replaced
CL-1838,13/08/2020,OID-362685,Free Replaced
CL-1839,13/08/2020,OID-362906,Free Replaced
